lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA95563294,TC6682-0674,40.38716017978506,-79.9110688877495,42034544854,42022300868,42000,2187643,301 Lucerne Pine,87 Converse Heights,Porterville,PA,85580,430,521,314,35,100,10,42,PAA69322832,TC9547-4680,Both,New construction,2007,1986,None,True,True,False,N,POINT (4495878.105800048 -15481950.050835803),POINT (4495878.105800048 -15481950.050835803)
PAA99749353,TC9250-4459,40.592010904070136,-79.87557551390107,42087790148,42098570325,42007,6997557,568 Franklin Lake,491 Alhambra Route,Lawndale,PA,37797,167,284,269,116,5,29,6,PAA05819507,PAA65204103,None,Acquisition and Rehab,2010,2000,None,False,True,False,Y,POINT (4518681.984116096 -15459434.235457288),POINT (4518681.984116096 -15459434.235457288)
PAA96376417,TC8013-5568,40.22284044274319,-79.83801182144582,42012716792,42018576612,42007,2143783,Cerner Corporation,249 Washington Highway,Burleson,PA,51951,652,554,116,150,6,68,22,PAA74884383,PAA74052322,30 percent present value,Acquisition and Rehab,2018,1981,None,False,True,False,N,POINT (4477586.116345262 -15435689.998064408),POINT (4477586.116345262 -15435689.998064408)
PAA14207437,TC8919-2447,40.60275656872947,-79.95497432099752,42092280222,42041428146,42005,7769881,Dreamscape Garden Care,632 San Leandro Circle,Brighton,PA,81056,466,51,57,11,30,6,74,PAA79722618,PAA32890190,Both,New construction,2019,1997,None,,False,False,Y,POINT (4519878.186034208 -15509910.908720631),POINT (4519878.186034208 -15509910.908720631)
PAA87469217,TC2857-8788,40.510610748152054,-80.24161459077301,42001892881,42052447697,42002,7302919,Mutual of Omaha,770 Grant Hills,Parma,PA,03371,158,404,37,66,16,38,31,PAA60228234,TC2470-6682,70 percent present value,New construction,1994,2020,None,False,,False,Y,POINT (4509620.560208802 -15695484.059098836),POINT (4509620.560208802 -15695484.059098836)
PAA67525824,TC5857-1400,40.42127377523304,-80.05679308760054,42085851014,42082024581,42001,1485027,1193 Elmwood Walk,458 Colin P Kelly Jr Freeway,Twin Falls,PA,71845,670,386,21,193,56,31,26,PAA18415046,PAA77509924,70 percent present value,Acquisition and Rehab,1998,2022,None,,,,N,POINT (4499675.613874445 -15575221.791300595),POINT (4499675.613874445 -15575221.791300595)
PAA06582001,TC4982-7993,40.31971106167908,-80.02364096831887,42019929346,42018159768,42006,5382206,CNA,48 Sadowa Trace,Hopewell,PA,91758,401,520,229,53,90,36,68,PAA50255100,TC9900-3935,None,New construction,2016,1982,72434,False,False,,N,POINT (4488369.704318034 -15553884.216026243),POINT (4488369.704318034 -15553884.216026243)
PAA49136092,TC0644-4306,40.27613787896594,-79.88875862568703,42074423576,42041815367,42006,7600832,Halliburton,1271 Ney Hill,Louisville,PA,26316,175,207,159,148,66,4,49,PAA44484985,PAA97132909,None,Acquisition and Rehab,1990,1992,87804,True,True,,N,POINT (4483519.159806166 -15467788.031132601),POINT (4483519.159806166 -15467788.031132601)
PAA89870974,PAA58914068,40.52799272303475,-79.77110674424578,42002561865,42085857263,42004,4866416,132 El Sereno Boulevard,1060 Allison Road,Bethany,PA,47038,505,257,164,112,65,6,38,PAA18522317,TC1204-3098,70 percent present value,New construction,2012,2023,35254,,,,N,POINT (4511555.5128017245 -15393613.18756181),POINT (4511555.5128017245 -15393613.18756181)
PAA81512484,PAA22038711,40.45586447900607,-80.2553798194794,42000333034,42056539846,42002,7265974,BorgWarner,456 Cuba Bend,Sahuarita,PA,78540,584,562,135,78,27,27,73,PAA01552604,TC7741-5305,Both,New construction,2016,1981,None,True,True,False,N,POINT (4503526.233404639 -15704531.057202984),POINT (4503526.233404639 -15704531.057202984)
PAA58716938,PAA06287454,40.23408761897805,-79.9241321752569,42027520988,42082472729,42007,2025867,1160 Sternberg Gardens,843 Kobbe Row,Fall River,PA,74956,92,596,176,74,43,81,50,PAA91021440,PAA41871172,70 percent present value,New construction,1997,1989,None,True,,True,N,POINT (4478838.1462765895 -15490256.706106903),POINT (4478838.1462765895 -15490256.706106903)
PAA03044482,TC5371-9619,40.613831119559464,-80.03590381852831,42050854596,42052076292,42007,1452760,589 Apollo Highway,1354 Baltimore Grove,Kenner,PA,48308,504,313,336,28,60,100,18,PAA10980454,TC8370-7466,None,New construction,1983,1983,None,False,,,N,POINT (4521110.999393367 -15561768.717707125),POINT (4521110.999393367 -15561768.717707125)
PAA22157329,TC9630-7600,40.29886827749676,-79.98452137339547,42004709205,42098197003,42008,7397204,Golden Joy,753 Hoffman Trace,Liberty,PA,90603,566,304,226,163,70,53,25,PAA38323191,TC1234-6346,None,New construction,2015,2009,None,False,,True,N,POINT (4486049.496196144 -15528795.908884212),POINT (4486049.496196144 -15528795.908884212)
PAA02010701,PAA41237844,40.516247306176034,-80.28135966287887,42025350857,42067935994,42006,0690668,Infinity Investment Plan,224 Lane Drive,Winter Springs,PA,39639,377,596,376,37,19,2,44,PAA84674411,TC8793-3011,30 percent present value,Acquisition and Rehab,1995,2013,8413,True,True,True,Y,POINT (4510248.018977858 -15721640.472881157),POINT (4510248.018977858 -15721640.472881157)
PAA25810825,TC8310-2396,40.46148220950541,-79.97150794007948,42030883466,42072023880,42008,6818000,Casco Bay Lines,604 Berry Extension Plaza,Yakima,PA,39198,552,257,35,189,32,40,9,PAA42087625,TC5420-3210,70 percent present value,New construction,2005,1984,None,,,False,Y,POINT (4504151.59630324 -15520471.586426636),POINT (4504151.59630324 -15520471.586426636)
PAA38126318,TC1190-6125,40.414633096227305,-79.81232851171407,42045238594,42062892053,42005,1289265,Autoliv,1115 Striped Bass Field,Kingsville,PA,79082,659,400,352,109,100,52,32,PAA63153856,PAA28543102,Both,Acquisition and Rehab,1982,1987,55851,True,False,,Y,POINT (4498936.376869005 -15419505.360572163),POINT (4498936.376869005 -15419505.360572163)
PAA52750708,TC4073-5900,40.61884538429245,-79.90792909843404,42051510900,42047114670,42003,2137525,291 Alhambra Trace,1272 Dakota Drive,Baltimore,PA,81003,604,99,73,178,2,37,45,PAA89196460,PAA30882888,70 percent present value,New construction,1998,1985,None,,False,False,N,POINT (4521669.184790147 -15479955.114991086),POINT (4521669.184790147 -15479955.114991086)
PAA88670057,PAA75948122,40.62798100797688,-80.0493853937403,42088388186,42041615462,42002,4400524,565 Ahern Pike,435 Sagamore Turnpike,Asbury Park,PA,36192,157,541,344,57,46,45,54,PAA51725832,PAA20936012,Both,Acquisition and Rehab,2013,1989,36147,False,,True,Y,POINT (4522686.157766776 -15570447.901288293),POINT (4522686.157766776 -15570447.901288293)
PAA31153933,PAA33238543,40.6501100642681,-79.93527122851661,42040471780,42053413769,42001,5206961,Analog Devices,43 Hawthorne Plaza,Gresham,PA,82080,221,286,280,178,17,75,59,PAA17040238,TC5180-9351,70 percent present value,New construction,2013,1980,57445,True,True,True,Y,POINT (4525149.55304485 -15497348.206694126),POINT (4525149.55304485 -15497348.206694126)
PAA48028645,PAA36685382,40.64212671739806,-80.01469067470278,42095426310,42032778876,42006,2719717,Sexsi Senorita,23 Mandalay Drive,Hallandale Beach,PA,49894,460,356,37,16,35,18,19,PAA84235081,PAA24408423,Both,New construction,1980,1982,29644,False,,True,Y,POINT (4524260.850936451 -15548135.604099076),POINT (4524260.850936451 -15548135.604099076)
PAA65593345,PAA03771577,40.65653320732002,-80.11259332387594,42045941690,42052857999,42003,1939666,1338 Boutwell Shore,883 Fielding Rapids,Anchorage,PA,90191,92,290,386,52,55,49,20,PAA28983378,PAA96503642,30 percent present value,Acquisition and Rehab,2016,1999,None,False,,True,N,POINT (4525864.574058682 -15611295.827618971),POINT (4525864.574058682 -15611295.827618971)
PAA27104418,PAA89164921,40.50501850512733,-79.89262611457329,42087505118,42066587847,42007,9216908,Edge Yard Service,194 Morning Glory Bridge,Clearfield,PA,60388,228,356,45,151,78,21,18,PAA84790353,TC0192-2777,None,Acquisition and Rehab,1996,1989,None,False,,False,Y,POINT (4508998.034562897 -15470240.803324874),POINT (4508998.034562897 -15470240.803324874)
PAA47322249,PAA93208633,40.51835165694188,-80.1217474172887,42022074571,42000050411,42001,8734354,Burger King Holdings,11 Manor Green,New Brighton,PA,04200,246,385,163,152,21,95,26,PAA31506249,PAA96669303,70 percent present value,New construction,2006,2021,15828,,,True,Y,POINT (4510482.274233563 -15617233.053513087),POINT (4510482.274233563 -15617233.053513087)
PAA46268482,PAA02971755,40.30659030881216,-79.91447766758976,42060684757,42051093275,42008,5924832,505 Rudden Field,624 Powers Bypass,Sherman,PA,00665,442,404,398,100,82,11,67,PAA77630236,PAA89843909,Both,New construction,1986,1988,27726,True,True,,Y,POINT (4486909.108790065 -15484116.591615716),POINT (4486909.108790065 -15484116.591615716)
PAA31344033,TC4853-2669,40.409620898187534,-80.2163784708824,42015033165,42067917590,42004,8037316,1242 Donahue Terrace,1039 Wool Plaza,Brighton,PA,18670,130,117,372,51,68,51,18,PAA60670095,TC5248-4946,70 percent present value,New construction,1982,2013,None,,,False,N,POINT (4498378.421535462 -15678930.758155327),POINT (4498378.421535462 -15678930.758155327)
PAA36255892,TC2224-4354,40.431727227174946,-79.89427467606913,42093661215,42038098829,42000,0148761,Valero Energy Corporation,73 Marietta Crossing,Spring Hill,PA,08365,55,30,189,79,96,71,63,PAA34602167,TC5903-6104,Both,Acquisition and Rehab,1992,2013,28056,True,True,,Y,POINT (4500839.28682165 -15471286.60794456),POINT (4500839.28682165 -15471286.60794456)
PAA08129909,TC8179-0582,40.41576686719994,-79.83240820886768,42080119585,42056124270,42004,1268042,101 West Bridge,767 Quane Path,Grants Pass,PA,03896,62,341,116,142,88,36,33,PAA32734742,TC8601-5525,Both,New construction,1990,1987,66219,False,False,True,Y,POINT (4499062.587676355 -15432155.366896033),POINT (4499062.587676355 -15432155.366896033)
PAA65320195,TC5056-4396,40.443316292858704,-79.9675710462964,42081829579,42048872670,42003,1427792,775 Santa Cruz Place,529 Harkness Spur,Laconia,PA,68334,563,83,303,57,93,1,65,PAA81984216,TC9778-8130,70 percent present value,Acquisition and Rehab,2023,1988,None,,False,,N,POINT (4502129.375712335 -15517955.374060286),POINT (4502129.375712335 -15517955.374060286)
PAA56896843,TC5870-8300,40.30787726743708,-79.93833707782909,42017943965,42041298541,42006,7943637,864 Ada Alley,803 Flournoy Junction,Prescott,PA,34183,369,109,284,147,86,70,67,PAA22029378,PAA82478483,None,New construction,2013,2004,67651,,,False,Y,POINT (4487052.372368863 -15499301.393933382),POINT (4487052.372368863 -15499301.393933382)
PAA97379741,TC5116-8849,40.20717899284376,-79.86839665672699,42077999903,42060085083,42001,2329975,1001 Avenue Of The Palms Expressway,953 Lapham Pass,Corvallis,PA,73693,270,0,179,15,69,59,70,PAA93640169,PAA48051988,None,Acquisition and Rehab,1984,1993,16038,,True,,Y,POINT (4475842.691717373 -15454889.705686832),POINT (4475842.691717373 -15454889.705686832)
PAA02521315,PAA72072265,40.61643604509281,-80.04620062586578,42095583627,42066484722,42005,9439351,Ball Corp.,846 Valley Mall,Sandusky,PA,75192,466,376,82,48,1,18,42,PAA70042125,PAA23935460,70 percent present value,New construction,2023,1992,52627,True,False,True,N,POINT (4521400.978377294 -15568396.558209239),POINT (4521400.978377294 -15568396.558209239)
PAA43494098,PAA43913883,40.22357012513419,-79.96630303611701,42029523840,42018094430,42006,9595813,Destiny Planners,877 Lurline Court,Munster,PA,66163,614,12,90,174,23,93,13,PAA17178159,TC7145-0098,Both,New construction,2002,2021,8945,False,False,True,Y,POINT (4477667.344217469 -15517145.150592566),POINT (4477667.344217469 -15517145.150592566)
PAA60313081,TC8963-1188,40.621225894830914,-79.70595443039186,42053507999,42003266464,42002,6042885,EMC Corporation,209 Sonoma Annex,Millville,PA,10615,521,450,12,116,9,55,46,PAA46554970,PAA46243098,None,New construction,2018,1981,73219,,False,True,Y,POINT (4521934.182011115 -15352899.562240325),POINT (4521934.182011115 -15352899.562240325)
PAA58815435,TC9522-2278,40.49472041325083,-80.2987015708284,42088379970,42094150333,42003,4249462,Deere & Company,266 Comerford Loop,Burlingame,PA,35196,537,58,252,75,14,61,58,PAA56089692,TC8625-3711,None,New construction,2016,2019,None,,False,True,N,POINT (4507851.656219063 -15733086.47495053),POINT (4507851.656219063 -15733086.47495053)
PAA89289731,PAA15014599,40.54719169773883,-80.15635832313322,42068814003,42065395481,42001,8052084,400 Scotland Parkway,128 Battery Blaney Glen,Elmwood Park,PA,33089,281,81,182,140,96,91,73,PAA16429583,TC9504-9074,None,New construction,2014,1995,None,,False,,N,POINT (4513692.732889536 -15639730.578611486),POINT (4513692.732889536 -15639730.578611486)
PAA61785960,TC9103-7421,40.62670375172512,-79.84377008784476,42080988128,42009867337,42006,7711797,1274 Genoa Glen,38 Toledo Lake,Homestead,PA,24936,12,250,345,81,84,33,1,PAA74284621,TC8078-1070,Both,Acquisition and Rehab,2017,1988,None,,True,False,N,POINT (4522543.974251217 -15439324.191102143),POINT (4522543.974251217 -15439324.191102143)
PAA27833679,TC4085-4897,40.55937761716121,-80.05953793364311,42022616461,42081609291,42009,3825116,Quality Merchant Services,313 Balboa Extension,Marquette,PA,99193,34,572,145,197,62,22,25,PAA37744182,TC0713-6391,None,New construction,2013,2017,None,True,,False,N,POINT (4515049.263234483 -15576991.602007471),POINT (4515049.263234483 -15576991.602007471)
PAA94425254,PAA06194101,40.47415113679934,-79.8066165436078,42087150093,42075220362,42005,7260439,Omni Tech,1321 West Point Junction,Apache Junction,PA,33068,60,198,26,62,99,27,16,PAA47144391,TC0622-0942,70 percent present value,New construction,2018,2000,None,,False,False,Y,POINT (4505561.894838497 -15415911.385196874),POINT (4505561.894838497 -15415911.385196874)
PAA02472174,TC6743-5887,40.46430101577378,-80.2184964111478,42019013810,42000552892,42002,4116929,Airgas,1064 Patterson Turnpike,Newnan,PA,24220,370,290,397,42,32,31,73,PAA66545904,PAA66422562,70 percent present value,Acquisition and Rehab,2010,2023,60882,True,True,True,N,POINT (4504465.384381679 -15680318.366887176),POINT (4504465.384381679 -15680318.366887176)
PAA80684687,PAA78196204,40.55846633648705,-79.94931616172715,42002466504,42050467107,42003,1040025,Personal & Corporate Design,873 Rod Hill,Ithaca,PA,01186,252,420,204,170,97,7,7,PAA70918642,PAA79792426,None,New construction,1992,2017,None,True,True,,N,POINT (4514947.819933866 -15506300.769014759),POINT (4514947.819933866 -15506300.769014759)
PAA92836718,TC7234-5178,40.43607921346869,-80.2886949978062,42092820158,42096333624,42008,1949688,H. J. Heinz Company,76 Gonzalez Field,Roanoke,PA,60918,618,22,204,147,93,48,15,PAA14363907,TC8738-3208,Both,New construction,2002,2008,None,,False,True,Y,POINT (4501323.7477198085 -15726479.468419831),POINT (4501323.7477198085 -15726479.468419831)
PAA18438585,PAA40713972,40.67340666471679,-80.08556339598054,42034544001,42064612698,42003,5979413,Fellowship Investments,279 Argent Freeway,Tukwila,PA,06539,649,355,269,177,57,39,20,PAA70130198,TC5604-1691,None,New construction,2003,2017,26238,True,False,,Y,POINT (4527742.918744012 -15593796.27481199),POINT (4527742.918744012 -15593796.27481199)
PAA29982626,PAA57038576,40.56826337356566,-80.08328519200589,42031855041,42003989005,42001,6513777,400 Bird Hills,389 Carnelian Creek,Mentor,PA,37270,19,331,235,85,65,8,58,PAA00620101,TC1888-2234,None,New construction,2016,2010,49260,,True,False,Y,POINT (4516038.4211127395 -15592323.492680725),POINT (4516038.4211127395 -15592323.492680725)
PAA58391066,PAA18682054,40.49269199631431,-79.91014293903167,42086573234,42020656753,42006,4503459,Magnavox,675 Clement Row,Crest Hill,PA,37833,317,276,184,5,95,1,29,PAA99968242,TC1504-5517,None,Acquisition and Rehab,2009,1995,None,True,,,N,POINT (4507625.8538785735 -15481361.664594391),POINT (4507625.8538785735 -15481361.664594391)
PAA86078625,TC6509-8180,40.4429233858096,-80.27069099477238,42080558141,42009918549,42003,4269161,97 Velasco Grove,550 Winthrop Turnpike,San Juan Capistrano,PA,21533,526,501,171,190,99,99,30,PAA80205836,PAA97358473,70 percent present value,Acquisition and Rehab,1983,2010,None,True,,,Y,POINT (4502085.6374997 -15714608.986644033),POINT (4502085.6374997 -15714608.986644033)
PAA64049961,TC1817-7123,40.61096895441429,-79.72128478492054,42071732322,42081409772,42007,2082051,781 Donner Arcade,1251 Oreilly Boulevard,Shakopee,PA,38199,64,345,282,38,25,18,13,PAA06163110,TC8982-1351,None,Acquisition and Rehab,1995,2003,23993,True,True,,Y,POINT (4520792.38462684 -15362456.506288376),POINT (4520792.38462684 -15362456.506288376)
PAA62450348,PAA99747903,40.21540721980841,-79.88396143767994,42045713521,42047735653,42003,0880657,1230 Dudley Gardens,642 Marvel Turnpike,Colton,PA,92818,511,69,280,56,28,56,40,PAA78282504,TC0639-6463,70 percent present value,New construction,2003,2015,None,False,False,,N,POINT (4476758.65375321 -15464746.93085714),POINT (4476758.65375321 -15464746.93085714)
PAA40349517,TC2055-2993,40.275840833420396,-79.8642289773962,42038230022,42069650772,42000,2602905,592 Eureka Viaduct,296 Grijalva Garden,Cambridge,PA,72773,237,435,149,158,72,93,15,PAA00447624,TC4289-7049,70 percent present value,New construction,2002,2013,None,True,True,False,Y,POINT (4483486.092847293 -15452252.844551705),POINT (4483486.092847293 -15452252.844551705)
PAA30548095,PAA18589059,40.370495499672,-80.12386179447715,42005123702,42091033889,42005,7990005,Rayovac,1271 Thrift Lake,Zion,PA,07174,118,161,1,178,35,31,38,PAA37528304,TC7769-7825,70 percent present value,New construction,2003,2018,None,False,True,True,Y,POINT (4494023.002095629 -15618605.185447859),POINT (4494023.002095629 -15618605.185447859)
PAA30571211,PAA26993151,40.494863334039565,-79.97664513357671,42060711624,42041680567,42005,8451931,Ecolab,1169 Fallon Green,Medford,PA,63150,672,112,363,103,68,64,21,PAA09230322,PAA13115062,None,Acquisition and Rehab,1989,1987,None,True,False,,N,POINT (4507867.566088489 -15523756.424755804),POINT (4507867.566088489 -15523756.424755804)
PAA56029996,TC4867-8205,40.4676007831346,-80.25528473958589,42090497776,42025758974,42005,1749683,Polaris Industries,1235 Sweeny Center,Snellville,PA,15281,234,210,38,38,42,7,57,PAA62683817,TC3524-5027,30 percent present value,New construction,2008,1981,66520,True,,False,Y,POINT (4504832.712804022 -15704468.523916567),POINT (4504832.712804022 -15704468.523916567)
